turbine_id,farm_id,timestamp,received_at,power_output_kw,wind_speed_ms,rotor_rpm,blade_pitch_deg,gearbox_temp_c
TURB001,FARM01,2026-01-01T06:35:00Z,2026-01-01T06:46:00Z,2613.9,9.6,13.9,3.5,81.2
TURB001,FARM01,2026-01-01T06:40:00Z,2026-01-01T06:47:00Z,2662.8,9.8,13.6,2.2,81.2
TURB001,FARM01,2026-01-01T06:45:00Z,2026-01-01T06:47:00Z,2509.3,9.8,13.5,3.7,79.2
TURB001,FARM01,2026-01-01T06:50:00Z,2026-01-01T07:08:00Z,2610.4,9.9,13.5,2.4,79.4
TURB001,FARM01,2026-01-01T06:55:00Z,2026-01-01T07:07:00Z,2989.4,11.1,15.7,1.9,85.2
TURB001,FARM01,2026-01-01T07:00:00Z,2026-01-01T07:11:00Z,3054.3,11.9,14.8,1.3,82.5
TURB001,FARM01,2026-01-01T07:05:00Z,2026-01-01T07:06:00Z,2842.3,10.6,15.3,2.0,84.7
TURB001,FARM01,2026-01-01T07:10:00Z,2026-01-01T07:11:00Z,2993.1,11.4,14.9,2.6,84.6
TURB001,FARM01,2026-01-01T07:15:00Z,2026-01-01T07:26:00Z,2771.8,10.6,14.7,2.4,83.1
TURB001,FARM01,2026-01-01T07:20:00Z,2026-01-01T07:22:00Z,3075.0,11.9,14.8,2.8,83.7
TURB001,FARM01,2026-01-01T07:30:00Z,2026-01-01T07:48:00Z,2981.7,11.1,15.6,3.2,83.6
TURB001,FARM01,2026-01-01T07:35:00Z,2026-01-01T07:36:00Z,2935.4,11.2,15.9,2.5,84.3
TURB001,FARM01,2026-01-01T07:40:00Z,2026-01-01T07:47:00Z,2879.1,10.9,14.9,2.9,83.7
TURB001,FARM01,2026-01-01T07:45:00Z,2026-01-01T07:52:00Z,2835.5,10.4,15.4,2.2,83.0
TURB001,FARM01,2026-01-01T07:50:00Z,2026-01-01T07:52:00Z,2907.3,11.0,15.3,3.0,84.3
TURB001,FARM01,2026-01-01T08:00:00Z,2026-01-01T08:18:00Z,2883.7,10.7,15.4,2.6,85.2
TURB001,FARM01,2026-01-01T08:05:00Z,2026-01-01T08:12:00Z,2932.8,11.7,14.5,1.8,82.3
TURB001,FARM01,2026-01-01T08:10:00Z,2026-01-01T08:28:00Z,3038.3,11.8,15.6,2.0,85.6
TURB001,FARM01,2026-01-01T08:15:00Z,2026-01-01T08:27:00Z,2882.9,11.4,14.8,1.7,82.0
TURB001,FARM01,2026-01-01T08:20:00Z,2026-01-01T08:24:00Z,2964.1,11.4,15.3,2.7,85.9
TURB001,FARM01,2026-01-01T08:25:00Z,2026-01-01T08:27:00Z,3382.9,13.3,17.1,1.1,86.6
TURB001,FARM01,2026-01-01T08:30:00Z,2026-01-01T08:48:00Z,3022.1,11.6,16.4,2.2,86.7
TURB001,FARM01,2026-01-01T08:35:00Z,2026-01-01T08:36:00Z,2868.2,11.3,14.3,2.0,82.2
TURB001,FARM01,2026-01-01T08:45:00Z,2026-01-01T08:57:00Z,3104.0,11.8,16.3,1.5,84.0
TURB001,FARM01,2026-01-01T08:50:00Z,2026-01-01T09:01:00Z,2970.7,11.6,15.6,1.8,86.5
TURB001,FARM01,2026-01-01T08:55:00Z,2026-01-01T09:13:00Z,3303.7,12.8,16.8,1.2,86.6
TURB001,FARM01,2026-01-01T09:00:00Z,2026-01-01T09:01:00Z,3072.2,12.1,16.0,1.8,85.4
TURB001,FARM01,2026-01-01T09:05:00Z,2026-01-01T09:07:00Z,3394.3,13.8,16.2,0.7,86.1
TURB001,FARM01,2026-01-01T09:10:00Z,2026-01-01T09:22:00Z,3248.1,12.9,15.5,1.5,85.2
TURB001,FARM01,2026-01-01T09:15:00Z,2026-01-01T09:19:00Z,3103.4,12.3,15.5,2.4,82.6
TURB001,FARM01,2026-01-01T09:20:00Z,2026-01-01T09:22:00Z,3448.8,13.6,16.9,1.5,88.5
TURB001,FARM01,2026-01-01T09:25:00Z,2026-01-01T09:29:00Z,3383.1,13.3,17.3,1.9,85.7
TURB001,FARM01,2026-01-01T09:35:00Z,2026-01-01T09:39:00Z,3422.2,13.3,17.1,2.1,86.9
TURB001,FARM01,2026-01-01T09:40:00Z,2026-01-01T09:41:00Z,3442.2,13.6,17.6,1.3,87.8
TURB001,FARM01,2026-01-01T09:45:00Z,2026-01-01T09:46:00Z,3500.0,14.2,17.5,1.2,85.8
TURB001,FARM01,2026-01-01T09:50:00Z,2026-01-01T10:08:00Z,3500.0,14.5,17.5,0.5,86.0
TURB001,FARM01,2026-01-01T09:55:00Z,2026-01-01T10:13:00Z,3384.8,13.4,16.4,1.0,87.9
TURB001,FARM01,2026-01-01T10:00:00Z,2026-01-01T10:02:00Z,3500.0,14.5,17.2,0.7,86.5
TURB001,FARM01,2026-01-01T10:05:00Z,2026-01-01T10:06:00Z,3402.3,13.1,16.7,1.2,88.2
TURB001,FARM01,2026-01-01T10:10:00Z,2026-01-01T10:11:00Z,3368.2,13.4,16.2,1.1,87.4
TURB001,FARM01,2026-01-01T10:15:00Z,2026-01-01T10:33:00Z,3500.0,13.9,17.0,1.0,85.6
TURB001,FARM01,2026-01-01T10:20:00Z,2026-01-01T10:38:00Z,3500.0,13.9,17.4,0.7,87.7
TURB001,FARM01,2026-01-01T10:25:00Z,2026-01-01T10:27:00Z,3500.0,14.6,17.2,0.1,87.8
TURB001,FARM01,2026-01-01T10:30:00Z,2026-01-01T10:31:00Z,3372.8,13.3,15.5,1.3,83.2
TURB001,FARM01,2026-01-01T10:35:00Z,2026-01-01T10:39:00Z,3454.0,13.7,15.9,1.8,85.1
TURB001,FARM01,2026-01-01T10:40:00Z,2026-01-01T10:42:00Z,3392.7,13.6,16.6,1.2,86.1
TURB001,FARM01,2026-01-01T10:45:00Z,2026-01-01T11:00:00Z,3500.0,14.9,17.4,1.3,89.1
TURB001,FARM01,2026-01-01T10:50:00Z,2026-01-01T11:08:00Z,3500.0,15.0,17.5,1.2,86.9
TURB001,FARM01,2026-01-01T10:55:00Z,2026-01-01T11:06:00Z,3500.0,14.8,17.3,0.7,86.7
TURB001,FARM01,2026-01-01T11:00:00Z,2026-01-01T11:02:00Z,3500.0,13.9,16.5,0.7,86.8
TURB001,FARM01,2026-01-01T11:05:00Z,2026-01-01T11:16:00Z,3500.0,14.9,17.3,0.4,87.2
TURB001,FARM01,2026-01-01T11:10:00Z,2026-01-01T11:11:00Z,3500.0,13.8,17.1,1.7,89.0
TURB001,FARM01,2026-01-01T11:15:00Z,2026-01-01T11:16:00Z,3475.8,13.2,17.4,1.2,85.9
TURB001,FARM01,2026-01-01T11:20:00Z,2026-01-01T11:22:00Z,3500.0,14.2,16.9,1.4,86.4
TURB001,FARM01,2026-01-01T11:25:00Z,2026-01-01T11:26:00Z,3370.4,13.2,17.0,1.1,87.3
TURB001,FARM01,2026-01-01T11:30:00Z,2026-01-01T11:48:00Z,3500.0,15.1,18.2,1.2,88.5
TURB001,FARM01,2026-01-01T11:35:00Z,2026-01-01T11:37:00Z,3500.0,15.1,16.7,0.0,86.8
TURB001,FARM01,2026-01-01T11:40:00Z,2026-01-01T11:58:00Z,3500.0,14.9,17.3,0.1,87.9
TURB001,FARM01,2026-01-01T11:45:00Z,2026-01-01T11:52:00Z,3331.0,13.5,16.2,0.6,84.8
TURB001,FARM01,2026-01-01T11:55:00Z,2026-01-01T11:57:00Z,3500.0,14.0,16.2,1.1,85.8
TURB001,FARM01,2026-01-01T12:00:00Z,2026-01-01T12:02:00Z,3458.7,13.6,16.9,1.1,87.4
TURB001,FARM01,2026-01-01T12:05:00Z,2026-01-01T12:23:00Z,3500.0,13.7,17.0,1.1,87.6
TURB001,FARM01,2026-01-01T12:10:00Z,2026-01-01T12:14:00Z,3500.0,15.4,18.1,0.0,88.5
TURB001,FARM01,2026-01-01T12:15:00Z,2026-01-01T12:26:00Z,3500.0,14.8,17.2,0.4,88.6
TURB001,FARM01,2026-01-01T12:20:00Z,2026-01-01T12:24:00Z,3500.0,15.3,16.9,0.3,86.1
TURB001,FARM01,2026-01-01T12:25:00Z,2026-01-01T12:26:00Z,3482.8,13.3,17.1,1.2,85.2
TURB001,FARM01,2026-01-01T12:30:00Z,2026-01-01T12:32:00Z,3500.0,15.5,18.3,1.0,90.7
TURB001,FARM01,2026-01-01T12:35:00Z,2026-01-01T12:37:00Z,3500.0,14.7,17.0,1.0,87.5
TURB001,FARM01,2026-01-01T12:40:00Z,2026-01-01T12:47:00Z,3500.0,14.8,18.2,1.0,88.1
TURB001,FARM01,2026-01-01T12:45:00Z,2026-01-01T12:47:00Z,3500.0,15.0,16.7,0.3,87.4
TURB001,FARM01,2026-01-01T12:50:00Z,2026-01-01T12:52:00Z,3500.0,15.2,18.4,0.4,89.2
TURB001,FARM01,2026-01-01T12:55:00Z,2026-01-01T13:02:00Z,3500.0,13.9,17.5,1.1,89.0
TURB001,FARM01,2026-01-01T13:00:00Z,2026-01-01T13:11:00Z,3500.0,15.2,17.6,0.0,88.9
TURB001,FARM01,2026-01-01T13:05:00Z,2026-01-01T13:06:00Z,3500.0,15.6,18.5,0.2,90.6
TURB001,FARM01,2026-01-01T13:10:00Z,2026-01-01T13:17:00Z,3500.0,14.4,17.5,1.2,88.1
TURB001,FARM01,2026-01-01T13:15:00Z,2026-01-01T13:17:00Z,3415.1,13.6,16.1,0.5,86.9
TURB001,FARM01,2026-01-01T13:20:00Z,2026-01-01T13:21:00Z,3500.0,14.8,17.7,0.7,88.9
TURB001,FARM01,2026-01-01T13:25:00Z,2026-01-01T13:27:00Z,3439.5,13.6,17.6,1.0,87.8
TURB001,FARM01,2026-01-01T13:30:00Z,2026-01-01T13:32:00Z,3500.0,14.2,16.8,1.7,87.3
TURB001,FARM01,2026-01-01T13:35:00Z,2026-01-01T13:39:00Z,3500.0,15.4,18.0,1.0,89.1
TURB001,FARM01,2026-01-01T13:40:00Z,2026-01-01T13:41:00Z,0.0,15.8,4.2,12.5,68.0
TURB001,FARM01,2026-01-01T13:45:00Z,2026-01-01T13:49:00Z,0.0,15.8,4.2,12.5,68.0
TURB001,FARM01,2026-01-01T13:50:00Z,2026-01-01T13:51:00Z,0.0,15.8,4.2,12.5,68.0
TURB001,FARM01,2026-01-01T13:55:00Z,2026-01-01T13:57:00Z,3318.7,13.3,16.2,2.2,86.6
TURB001,FARM01,2026-01-01T14:00:00Z,2026-01-01T14:01:00Z,3500.0,14.6,17.9,0.4,89.5
TURB001,FARM01,2026-01-01T14:05:00Z,2026-01-01T14:06:00Z,3500.0,13.8,17.8,2.0,88.3
TURB001,FARM01,2026-01-01T14:10:00Z,2026-01-01T14:17:00Z,3500.0,14.7,16.4,0.0,87.0
TURB001,FARM01,2026-01-01T14:15:00Z,2026-01-01T14:16:00Z,3258.0,13.1,15.9,0.9,84.7
TURB001,FARM01,2026-01-01T14:20:00Z,2026-01-01T14:21:00Z,3500.0,14.2,17.6,1.0,86.3
TURB001,FARM01,2026-01-01T14:25:00Z,2026-01-01T14:26:00Z,3500.0,14.8,18.2,1.0,88.1
TURB001,FARM01,2026-01-01T14:30:00Z,2026-01-01T14:48:00Z,3348.6,13.2,16.4,1.3,86.5
TURB001,FARM01,2026-01-01T14:35:00Z,2026-01-01T14:42:00Z,3266.0,13.2,15.6,1.7,82.7
TURB001,FARM01,2026-01-01T14:40:00Z,2026-01-01T14:41:00Z,3500.0,13.9,17.0,0.8,86.9
TURB001,FARM01,2026-01-01T14:45:00Z,2026-01-01T15:03:00Z,3500.0,15.0,17.8,1.1,89.1
TURB001,FARM01,2026-01-01T14:50:00Z,2026-01-01T14:57:00Z,3500.0,15.0,17.3,1.2,87.1
TURB001,FARM01,2026-01-01T14:55:00Z,2026-01-01T14:56:00Z,3500.0,13.9,17.1,1.0,85.8
TURB001,FARM01,2026-01-01T15:00:00Z,2026-01-01T15:02:00Z,3251.4,13.0,15.5,1.4,85.3
TURB001,FARM01,2026-01-01T15:05:00Z,2026-01-01T15:12:00Z,3500.0,14.1,17.1,1.2,86.4
TURB001,FARM01,2026-01-01T15:10:00Z,2026-01-01T15:14:00Z,3500.0,14.8,18.3,0.6,90.7
TURB001,FARM01,2026-01-01T15:15:00Z,2026-01-01T15:17:00Z,3500.0,14.1,16.7,1.2,85.2
TURB001,FARM01,2026-01-01T15:20:00Z,2026-01-01T15:22:00Z,3500.0,14.7,17.0,0.9,85.3
TURB001,FARM01,2026-01-01T15:25:00Z,2026-01-01T15:26:00Z,3500.0,14.5,17.9,1.6,89.7
TURB001,FARM01,2026-01-01T15:30:00Z,2026-01-01T15:34:00Z,3500.0,14.0,17.2,1.4,85.4
TURB001,FARM01,2026-01-01T15:35:00Z,2026-01-01T15:36:00Z,3500.0,14.7,17.0,0.3,85.5
TURB001,FARM01,2026-01-01T15:40:00Z,2026-01-01T15:51:00Z,3237.2,12.8,16.4,0.9,86.9
TURB001,FARM01,2026-01-01T15:45:00Z,2026-01-01T15:46:00Z,3446.5,13.5,15.9,1.0,84.3
TURB001,FARM01,2026-01-01T15:50:00Z,2026-01-01T16:08:00Z,3500.0,14.4,16.5,1.3,84.2
TURB001,FARM01,2026-01-01T15:55:00Z,2026-01-01T15:56:00Z,3500.0,13.8,16.8,1.1,85.6
TURB001,FARM01,2026-01-01T16:00:00Z,2026-01-01T16:04:00Z,3282.1,13.0,15.5,1.8,84.8
TURB001,FARM01,2026-01-01T16:05:00Z,2026-01-01T16:07:00Z,3112.1,12.3,15.6,2.0,82.6
TURB001,FARM01,2026-01-01T16:10:00Z,2026-01-01T16:21:00Z,3500.0,13.9,17.4,0.8,86.0
TURB001,FARM01,2026-01-01T16:15:00Z,2026-01-01T16:22:00Z,3236.9,12.4,15.7,2.1,84.7
TURB001,FARM01,2026-01-01T16:20:00Z,2026-01-01T16:27:00Z,3241.6,12.1,16.5,1.2,84.1
TURB001,FARM01,2026-01-01T16:25:00Z,2026-01-01T16:26:00Z,3325.5,13.3,16.6,1.8,85.9
TURB001,FARM01,2026-01-01T16:30:00Z,2026-01-01T16:37:00Z,3500.0,14.2,16.3,1.7,85.6
TURB001,FARM01,2026-01-01T16:35:00Z,2026-01-01T16:46:00Z,3142.6,12.0,16.4,1.6,86.2
TURB001,FARM01,2026-01-01T16:40:00Z,2026-01-01T17:02:00Z,3450.4,13.8,17.3,0.7,88.5
TURB001,FARM01,2026-01-01T16:45:00Z,2026-01-01T16:47:00Z,3386.9,12.9,17.0,1.4,87.9
TURB001,FARM01,2026-01-01T16:50:00Z,2026-01-01T16:51:00Z,3129.7,12.1,15.1,1.5,84.0
TURB001,FARM01,2026-01-01T16:55:00Z,2026-01-01T17:13:00Z,3159.2,11.9,16.2,2.0,86.6
TURB001,FARM01,2026-01-01T17:00:00Z,2026-01-01T17:07:00Z,3348.5,13.1,17.1,1.8,89.0
TURB001,FARM01,2026-01-01T17:05:00Z,2026-01-01T17:06:00Z,2952.8,11.7,14.7,2.0,82.1
TURB001,FARM01,2026-01-01T17:10:00Z,2026-01-01T17:14:00Z,3057.2,12.1,14.9,1.9,81.5
TURB001,FARM01,2026-01-01T17:15:00Z,2026-01-01T17:33:00Z,3015.7,11.4,16.1,2.8,85.8
TURB001,FARM01,2026-01-01T17:20:00Z,2026-01-01T17:22:00Z,3335.9,12.5,16.9,2.1,84.9
TURB001,FARM01,2026-01-01T17:25:00Z,2026-01-01T17:32:00Z,2999.3,11.8,15.6,1.5,82.7
TURB001,FARM01,2026-01-01T17:30:00Z,2026-01-01T17:48:00Z,3375.4,13.3,15.7,1.6,82.8
TURB001,FARM01,2026-01-01T17:35:00Z,2026-01-01T17:42:00Z,3133.2,12.2,16.0,1.7,86.9
TURB001,FARM01,2026-01-01T17:40:00Z,2026-01-01T17:51:00Z,3120.8,12.5,15.1,2.0,83.0
TURB001,FARM01,2026-01-01T17:45:00Z,2026-01-01T17:52:00Z,3067.0,11.4,15.8,2.5,86.5
TURB001,FARM01,2026-01-01T17:50:00Z,2026-01-01T18:01:00Z,2903.2,10.9,15.4,3.2,83.3
TURB001,FARM01,2026-01-01T17:55:00Z,2026-01-01T18:02:00Z,2914.3,10.9,15.5,1.8,84.5
TURB001,FARM01,2026-01-01T18:00:00Z,2026-01-01T18:01:00Z,3254.1,12.5,16.3,2.3,86.7
TURB001,FARM01,2026-01-01T18:05:00Z,2026-01-01T18:07:00Z,3039.9,12.0,15.5,1.8,83.9
TURB001,FARM01,2026-01-01T18:10:00Z,2026-01-01T18:14:00Z,2902.0,11.2,15.7,1.9,86.8
TURB001,FARM01,2026-01-01T18:15:00Z,2026-01-01T18:16:00Z,3182.1,12.3,15.1,2.3,85.0
TURB001,FARM01,2026-01-01T18:20:00Z,2026-01-01T18:22:00Z,3046.4,11.8,16.3,2.3,86.1
TURB001,FARM01,2026-01-01T18:25:00Z,2026-01-01T18:36:00Z,3149.5,12.1,16.3,2.4,84.4
TURB001,FARM01,2026-01-01T18:30:00Z,2026-01-01T18:48:00Z,2934.1,10.9,15.5,3.2,84.8
TURB001,FARM01,2026-01-01T18:40:00Z,2026-01-01T18:42:00Z,2798.0,10.4,14.2,3.4,83.3
TURB001,FARM01,2026-01-01T18:45:00Z,2026-01-01T18:56:00Z,2835.2,10.7,15.8,3.4,84.7
TURB001,FARM01,2026-01-01T18:50:00Z,2026-01-01T18:54:00Z,2875.8,10.9,14.9,1.9,82.1
TURB001,FARM01,2026-01-01T18:55:00Z,2026-01-01T18:56:00Z,2649.0,9.8,14.3,2.8,84.1
TURB001,FARM01,2026-01-01T19:05:00Z,2026-01-01T19:16:00Z,2678.1,10.2,15.1,2.5,85.3
TURB001,FARM01,2026-01-01T19:10:00Z,2026-01-01T19:21:00Z,2703.1,9.6,15.1,3.6,85.2
TURB001,FARM01,2026-01-01T19:15:00Z,2026-01-01T19:16:00Z,2527.7,9.4,14.2,2.7,84.1
TURB001,FARM01,2026-01-01T19:20:00Z,2026-01-01T19:21:00Z,2562.7,10.0,13.7,3.2,80.6
TURB001,FARM01,2026-01-01T19:25:00Z,2026-01-01T19:43:00Z,2705.8,9.8,15.1,3.3,82.2
TURB001,FARM01,2026-01-01T19:30:00Z,2026-01-01T19:41:00Z,2778.7,10.5,15.6,1.9,83.4
TURB001,FARM01,2026-01-01T19:35:00Z,2026-01-01T19:53:00Z,2469.0,9.2,13.6,2.9,79.4
TURB001,FARM01,2026-01-01T19:40:00Z,2026-01-01T19:42:00Z,2526.2,9.0,14.6,3.3,83.0
